Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-29 11:08:09,2022-12-29 11:08:10,1.000s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_Contains_assignedPrograms-SELECTED-ro_1fd6e7""))",Chrome 108.0.0.0,,,2022-12-29 11:08:10,2022-12-29 11:08:11,0.858s,PASSED
"getText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/input_KL0_assignedPrograms-SELECTED-row-1-col-0""))",Chrome 108.0.0.0,,,2022-12-29 11:08:11,2022-12-29 11:08:12,0.803s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-29 11:08:12,2022-12-29 11:08:13,0.992s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-check-square fa-lg""))",Chrome 108.0.0.0,,,2022-12-29 11:08:13,2022-12-29 11:08:14,0.958s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Assigned Programs_fa fa-lg fa-square-o""))",Chrome 108.0.0.0,,,2022-12-29 11:08:14,2022-12-29 11:08:15,1.042s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _582439""))",Chrome 108.0.0.0,,,2022-12-29 11:08:15,2022-12-29 11:08:16,0.886s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Records  3""), ""Records : 3"")",Chrome 108.0.0.0,,,2022-12-29 11:08:16,2022-12-29 11:08:25,9.686s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:08:25,2022-12-29 11:08:26,0.974s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:08:26,2022-12-29 11:08:27,1.015s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:08:27,2022-12-29 11:08:30,2.806s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:08:30,2022-12-29 11:08:31,0.974s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/i_Contains_action-icon-is-enabled fa fa-fw _8e0d62""))",Chrome 108.0.0.0,,,2022-12-29 11:08:31,2022-12-29 11:08:34,2.942s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/button_Yes""))",Chrome 108.0.0.0,,,2022-12-29 11:08:34,2022-12-29 11:08:35,0.977s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/a_About MarketProminence_mpweb-navbar-icon-_43a834""))",Chrome 108.0.0.0,,,2022-12-29 11:08:35,2022-12-29 11:08:38,2.911s,PASSED
"click(findTestObject(""Object Repository/Page_MHK MarketProminence Sandbox/span_Log Out""))",Chrome 108.0.0.0,,,2022-12-29 11:08:38,2022-12-29 11:08:39,0.938s,PASSED
"navigateToUrl(""https://mpwebsandbox.mhkdevsandbox.com/authenticate/Account/Logout?logoutId=CfDJ8K87TC5dzgBOtk8mjK3KbhZJ7srMBqIZeaK84EgHpItsTF3ug5ko5xKSjvrSn0sppYTlFgYNoqazYwuTiT7yZwYC5ERLgfRnHQUREdAE0koEe4iVBz1LPe7vFJyqL0EmWGUsrOdnRAvu33qN8wHH3dOKyIcGEi5fivCul-88yAJ6Ha4jyokVk9V5oWX7BBfFlc8fntCC3N0ijb2oQgkN_P8QOxY-K_BhAxzV_IH5bTo3ElkxmipC2F-Zl0LeoOkhtzPoTv_IzfUWdmNoGsxFoRSFhMtffMz7238EO-0QUWa4N9g_sUGm_ZjZIIHCjuIrMcMnm21n3B9mJIQPAQJWKy7c4VL9OuhLfKhs-07Y-dafoP7Ym62S5pnNUq5IDZ7n721k0WwE4Ryj78D0ZmlRHXJxtf5wUaGovO4ywS_4HDbCawSOzYekU5AODg7F4KHheRJlWghSxocNWvGXaHzepzSq8_KyaP1Pm-9el3YQqsNBpsNjhMiEHvtdyc9KVGGHpE1Rki8jBKph0-owSwtkINw"")",Chrome 108.0.0.0,,,2022-12-29 11:08:39,2022-12-29 11:08:39,0.214s,PASSED
"click(findTestObject(""Object Repository/Page_MarketProminence Authorization/body_MarketProminence Authorization        _4e99f9""))",Chrome 108.0.0.0,,,2022-12-29 11:08:39,2022-12-29 11:08:40,0.733s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_MarketProminence Authorization/small_You are now logged out""), ""You are now logged out"")",Chrome 108.0.0.0,,,2022-12-29 11:08:40,2022-12-29 11:08:42,2.070s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-29 11:08:42,2022-12-29 11:08:44,2.596s,PASSED
